original,log_transform,sqrt_transform,boxcox_transform
38,3.6635616461296463,6.164414002968976,16.99448492741378
39,3.6888794541139363,6.244997998398398,17.334588158230932
40,3.713572066704308,6.324555320336759,17.672124468471768
41,3.7376696182833684,6.4031242374328485,18.007176701006095
42,3.7612001156935624,6.48074069840786,18.339823075987717
43,3.784189633918261,6.557438524302,18.670137552423096
44,3.8066624897703196,6.6332495807108,18.998190153729826
45,3.828641396489095,6.708203932499369,19.32404726160658
46,3.8501476017100584,6.782329983125268,19.64777188193281
47,3.871201010907891,6.855654600401044,19.9694238859093
48,3.8918202981106265,6.928203230275509,20.28906022922171
49,3.912023005428146,7.0,20.606735151645015
50,3.9318256327243257,7.0710678118654755,20.922500359197187
51,3.9512437185814275,7.14142842854285,21.236405190685534
52,3.970291913552122,7.211102550927978,21.54849677026206
53,3.9889840465642745,7.280109889280518,21.85882014740923
54,4.007333185232471,7.3484692283495345,22.1674184256088
55,4.02535169073515,7.416198487095663,22.474332880800883
56,4.04305126783455,7.483314773547883,22.779603070613927
57,4.060443010546419,7.54983443527075,23.08326693523625
58,4.07753744390572,7.615773105863909,23.385360890703907
59,4.0943445622221,7.681145747868608,23.68591991529575
60,4.110873864173311,7.745966692414834,23.98497762965266
61,4.127134385045092,7.810249675906654,24.282566371174237
62,4.143134726391533,7.874007874011811,24.57871726318795
63,4.1588830833596715,7.937253933193772,24.873460279336673
64,4.174387269895637,8.0,25.166824303585724
65,4.189654742026425,8.06225774829855,25.458837186210843
66,4.204692619390966,8.12403840463596,25.749525796094023
67,4.219507705176107,8.18535277187245,26.038916069622836
68,4.23410650459726,8.246211251235321,26.32703305646116
69,4.248495242049359,8.306623862918075,26.61390096243433
