,재비산먼지 평균농도(㎍/㎥)
8078,87.0
8079,81.0
8080,169.20999999999913
8081,109.0
8082,102.0
8083,67.0
8084,169.20999999999913
8085,48.0
8086,169.20999999999913
8087,169.20999999999913
8088,169.20999999999913
8089,123.0
8090,169.20999999999913
8091,169.20999999999913
8092,169.20999999999913
8093,169.20999999999913
8094,134.0
8095,165.0
8096,83.0
8097,26.0
8098,64.0
8099,51.0
8100,42.0
8101,66.0
8102,53.0
8103,76.0
8104,144.0
8105,37.0
8106,23.0
8107,9.0
8108,8.0
8109,6.0
8110,105.0
8111,7.0
8112,162.0
8113,155.0
8114,46.0
8115,104.0
8116,169.20999999999913
8117,7.0
8118,44.0
8119,50.0
8120,89.0
8121,40.0
8122,56.0
8123,67.0
8124,42.0
8125,35.0
8126,31.0
8127,38.0
8128,7.0
8129,5.0
8130,5.0
8131,6.0
8132,6.0
8133,8.0
8134,7.0
8135,7.0
8136,7.0
8137,12.0
8138,7.0
8139,5.0
8140,11.0
8141,15.0
8142,12.0
8143,69.0
8144,73.0
8145,37.0
8146,75.0
8147,128.0
8148,67.0
8149,169.20999999999913
8150,154.0
8151,104.0
8152,146.0
8153,27.0
8154,29.0
8155,167.0
8156,169.20999999999913
8157,169.20999999999913
8158,95.0
8159,64.0
8160,87.0
8161,34.0
8162,49.0
8163,29.0
8164,74.0
8165,48.0
8166,69.0
8167,37.0
8168,54.0
8169,78.0
8170,41.0
8171,110.0
8172,72.0
8173,51.0
8174,104.0
8175,24.0
8176,35.0
8177,34.0
8178,16.0
8179,38.0
8180,72.0
8181,34.0
8182,34.0
8183,47.0
8184,48.0
8185,42.0
8186,169.20999999999913
8187,66.0
8188,67.0
8189,90.0
8190,33.0
8191,34.0
8192,132.0
8193,69.0
8194,32.0
8195,13.0
8196,14.0
8197,29.0
8198,24.0
8199,32.0
8200,20.0
8201,15.0
8202,15.0
8203,19.0
8204,24.0
8205,19.0
8206,15.0
8207,20.0
8208,30.0
8209,18.0
8210,33.0
8211,24.0
8212,19.0
8213,10.0
8214,17.0
8215,21.0
8216,25.0
8217,11.0
8218,22.0
8219,12.0
8220,15.0
8221,21.0
8222,20.0
8223,17.0
8224,27.0
8225,23.0
8226,39.0
8227,34.0
8228,31.0
8229,21.0
8230,29.0
8231,21.0
8232,38.0
8233,22.0
8234,37.0
8235,43.0
8236,32.0
8237,16.0
8238,20.0
8239,22.0
8240,13.0
8241,10.0
8242,11.0
8243,19.0
8244,24.0
8245,28.0
8246,30.0
8247,10.0
8248,9.0
8249,30.0
8250,75.0
8251,64.0
8252,28.0
8253,23.0
8254,161.0
8255,64.0
8256,41.0
8257,50.0
8258,35.0
8259,50.0
8260,54.0
8261,17.0
8262,153.0
8263,96.0
8264,169.20999999999913
8265,120.0
8266,89.0
8267,156.0
8268,169.20999999999913
8269,25.0
8270,57.0
8271,26.0
8272,169.20999999999913
8273,169.20999999999913
8274,152.0
8275,45.0
8276,37.0
8277,47.0
8278,77.0
8279,32.0
